"","phivec","prRangevec","tau2vec","sig2vec"
"1",2.22041423070961,3.84313282473798,0.0406905870702651,0.341277251530508
"2",1.86026644088265,3.2197826860439,0.00579916777521948,0.125417758125602
"3",1.9999660115542,3.46157716590807,0.00100822678380461,0.0513909780083034
"4",3.03215163301827,5.24810217398229,0.130593439046593,0.452304637802859
"5",3.49369002282133,6.04694090702567,0.0605198773810257,0.369597428283118
"6",2.19184887180127,3.79369139895826,0,0.0580881508313251
"7",1.97249307409146,3.41402652162525,0.0469323401073667,0.264228810441977
"8",2.48680088387562,4.304199526961,0.0570241930949995,0.387677444030869
"9",2.25214111324542,3.89804627113265,0.0474315363398277,0.531848400232169
"10",2.06597801975199,3.57583191251727,0.076353278504423,0.59007971111473
"11",2.00001466478542,3.46166137577791,0.00466905168064692,0.102335010341576
"12",2.33837635643863,4.04730374647863,0.0712320782503599,0.458497514032665
"13",2.03178025148077,3.51664181286376,0.0312471928501667,0.293420621334256
"14",2.41329394217836,4.17697242071027,0.0243208838080472,0.221349518743226
"15",1.07678491915902,1.86371896834258,0,0.0071005146553305
"16",1.91349273529446,3.31190769516568,0.00952484794535024,0.0951027704758787
"17",1.39019692034501,2.40617804372884,0.0446027486832362,0.404088637108495
"18",2.35905024283002,4.08308647248301,0.00880512339607561,0.139418121363697
"19",2.36127954502774,4.08694498791463,0.0174806524499865,0.620336117501359
"20",2.3917766536281,4.1397299195281,0.0188131943076357,0.413110665372312
"21",1.29948047298637,2.24916440463134,0,0.0251651499473728
"22",2.46459412411352,4.26576367702625,0.0437534572917666,0.714266896606069
"23",2.06010673236205,3.56566978490204,0.0110497755036159,0.0880981375197164
"24",2.00018368429622,3.4619539177253,0.00509647049686623,0.0692184342750904
"25",1.83714158344082,3.17975777478243,0.00482092933038091,0.0805843628134286
"26",2.58437164764555,4.47307671860189,0,0.281486482432429
"27",1.09332918575268,1.89235408085563,0,0.202607865622357
"28",2.02778526014551,3.50972721148616,0.0420484325543292,0.328854296894511
"29",2.16129858458529,3.74081442423944,0.0743817774919922,0.533308302125428
"30",1.8265804003282,3.16147829268507,0.00367680076064782,0.0320947775887193
"31",1.38005018521453,2.38861589440339,0,0.0580383122357533
"32",2.56421950607103,4.43819703807695,0.027212447694463,0.299499642426687
"33",2.50911892384307,4.34282798259006,0.0115021826248621,0.121575396340906
"34",1.87030570624908,3.23715882363861,0,0.00439817392054816
"35",2.37342886417803,4.10797324305879,0,0.315182239504317
"36",1.4736657287911,2.55064733817662,0.0683407954923558,0.148234895102065
"37",1.86382109157696,3.22593513817366,0.0421154567430538,0.22595134251206
"38",1.05742092498876,1.83020342071686,0,0.0565064898682027
"39",2.12807298829767,3.68330697737775,0.00816571262266722,0.0503828501313723
"40",1.72309401195465,2.98236222444586,0.0560259778851246,0.345982711072181
"41",1.73000871998631,2.99433032326355,0.0149548937214077,0.15726875819806
"42",1.84178635895442,3.1877970341984,0.0083021521482401,0.0854403867636676
"43",2.01037091234105,3.47958615151487,0.00741150384674765,0.048592850404536
"44",2.40541143072754,4.16332923136335,0.0434476880418626,0.171409786905057
"45",1.76337110684466,3.05207453169022,0.0358167542849798,0.200997514788231
"46",2.00007422779146,3.46176446847827,0.00175502979318358,0.0369040172809092
"47",2.12267548129985,3.67396487725141,0.0737042684009259,0.241191723414963
