"","value","x","y"
"1",0,-85.9183813220221,38.6194521125481
"2",0,-85.7793813220221,38.6194521125481
"3",0,-85.6403813220221,38.6194521125481
"4",0,-85.5013813220221,38.6194521125481
"5",0,-85.3623813220221,38.6194521125481
"6",0,-85.2233813220221,38.6194521125481
"7",0,-85.0843813220222,38.6194521125481
"8",0.493462745221969,-86.335381322022,38.5144521125481
"9",0.348420373321562,-86.196381322022,38.5144521125481
"10",0.0118192458913464,-86.057381322022,38.5144521125481
"11",0,-85.9183813220221,38.5144521125481
"12",0,-85.7793813220221,38.5144521125481
"13",0,-85.6403813220221,38.5144521125481
"14",0,-85.5013813220221,38.5144521125481
"15",0,-85.3623813220221,38.5144521125481
"16",0,-85.2233813220221,38.5144521125481
"17",0,-85.0843813220222,38.5144521125481
"18",0,-84.9453813220222,38.5144521125481
"19",0,-84.8063813220222,38.5144521125481
"20",0.676059423253487,-84.6673813220222,38.5144521125481
"21",0.392631447742341,-86.613381322022,38.4094521125481
"22",0.285285019375732,-86.474381322022,38.4094521125481
"23",0.279509278830104,-86.335381322022,38.4094521125481
"24",0.153371817085079,-86.196381322022,38.4094521125481
"25",0,-86.057381322022,38.4094521125481
"26",0,-85.9183813220221,38.4094521125481
"27",0,-85.7793813220221,38.4094521125481
"28",0,-85.6403813220221,38.4094521125481
"29",0,-85.5013813220221,38.4094521125481
"30",0,-85.3623813220221,38.4094521125481
"31",0,-85.2233813220221,38.4094521125481
"32",0,-85.0843813220222,38.4094521125481
"33",0,-84.9453813220222,38.4094521125481
"34",0,-84.8063813220222,38.4094521125481
"35",0.966165500378246,-84.6673813220222,38.4094521125481
"36",1.63549954134223,-84.5283813220222,38.4094521125481
"37",2.04163959477816,-84.3893813220223,38.4094521125481
"38",0.31591840694036,-86.8913813220219,38.3044521125481
"39",0.0300419844367256,-86.7523813220219,38.3044521125481
"40",0,-86.613381322022,38.3044521125481
"41",0,-86.474381322022,38.3044521125481
"42",0,-86.335381322022,38.3044521125481
"43",0,-86.196381322022,38.3044521125481
"44",0,-86.057381322022,38.3044521125481
"45",0,-85.9183813220221,38.3044521125481
"46",0,-85.7793813220221,38.3044521125481
"47",0,-85.6403813220221,38.3044521125481
"48",0,-85.5013813220221,38.3044521125481
"49",0,-85.3623813220221,38.3044521125481
"50",0,-85.2233813220221,38.3044521125481
"51",0,-85.0843813220222,38.3044521125481
"52",0,-84.9453813220222,38.3044521125481
"53",0.322602957752792,-84.8063813220222,38.3044521125481
"54",1.27436789503826,-84.6673813220222,38.3044521125481
"55",1.94083081439296,-84.5283813220222,38.3044521125481
"56",2.33476110180976,-84.3893813220223,38.3044521125481
"57",2.69978100215333,-84.2503813220223,38.3044521125481
"58",3.07180803871773,-84.1113813220223,38.3044521125481
"59",0,-87.0303813220219,38.1994521125481
"60",0,-86.8913813220219,38.1994521125481
"61",0,-86.7523813220219,38.1994521125481
"62",0,-86.613381322022,38.1994521125481
"63",0,-86.474381322022,38.1994521125481
"64",0,-86.335381322022,38.1994521125481
"65",0,-86.196381322022,38.1994521125481
"66",0,-86.057381322022,38.1994521125481
"67",0,-85.9183813220221,38.1994521125481
"68",0,-85.7793813220221,38.1994521125481
"69",0,-85.6403813220221,38.1994521125481
"70",0,-85.5013813220221,38.1994521125481
"71",0,-85.3623813220221,38.1994521125481
"72",0,-85.2233813220221,38.1994521125481
"73",0,-85.0843813220222,38.1994521125481
"74",0,-84.9453813220222,38.1994521125481
"75",0.77355784693387,-84.8063813220222,38.1994521125481
"76",1.63672669253421,-84.6673813220222,38.1994521125481
"77",2.241475914291,-84.5283813220222,38.1994521125481
"78",2.62411693772434,-84.3893813220223,38.1994521125481
"79",2.98444976477235,-84.2503813220223,38.1994521125481
"80",3.31597233630789,-84.1113813220223,38.1994521125481
"81",3.53539142764803,-83.9723813220223,38.1994521125481
"82",0,-87.1693813220219,38.0944521125482
"83",0,-87.0303813220219,38.0944521125482
"84",0,-86.8913813220219,38.0944521125482
"85",0,-86.7523813220219,38.0944521125482
"86",0,-86.613381322022,38.0944521125482
"87",0,-86.474381322022,38.0944521125482
"88",0,-86.335381322022,38.0944521125482
"89",0,-86.196381322022,38.0944521125482
"90",0,-86.057381322022,38.0944521125482
"91",0,-85.9183813220221,38.0944521125482
"92",0,-85.7793813220221,38.0944521125482
"93",0,-85.6403813220221,38.0944521125482
"94",0,-85.5013813220221,38.0944521125482
"95",0,-85.3623813220221,38.0944521125482
"96",0,-85.2233813220221,38.0944521125482
"97",0,-85.0843813220222,38.0944521125482
"98",0.175039284652999,-84.9453813220222,38.0944521125482
"99",1.21202003997519,-84.8063813220222,38.0944521125482
"100",1.98362421595184,-84.6673813220222,38.0944521125482
"101",2.52010995553361,-84.5283813220222,38.0944521125482
"102",2.90619189572579,-84.3893813220223,38.0944521125482
"103",3.24047826327129,-84.2503813220223,38.0944521125482
"104",3.50029385471732,-84.1113813220223,38.0944521125482
"105",3.62960498654723,-83.9723813220223,38.0944521125482
"106",3.6387091441283,-83.8333813220223,38.0944521125482
"107",0,-87.3083813220219,37.9894521125482
"108",0,-87.1693813220219,37.9894521125482
"109",0,-87.0303813220219,37.9894521125482
"110",0,-86.8913813220219,37.9894521125482
"111",0,-86.7523813220219,37.9894521125482
"112",0,-86.613381322022,37.9894521125482
"113",0,-86.474381322022,37.9894521125482
"114",0,-86.335381322022,37.9894521125482
"115",0,-86.196381322022,37.9894521125482
"116",0,-86.057381322022,37.9894521125482
"117",0,-85.9183813220221,37.9894521125482
"118",0,-85.7793813220221,37.9894521125482
"119",0,-85.6403813220221,37.9894521125482
"120",0,-85.5013813220221,37.9894521125482
"121",0,-85.3623813220221,37.9894521125482
"122",0,-85.2233813220221,37.9894521125482
"123",0,-85.0843813220222,37.9894521125482
"124",0.586984121379863,-84.9453813220222,37.9894521125482
"125",1.56906621984326,-84.8063813220222,37.9894521125482
"126",2.26390767087375,-84.6673813220222,37.9894521125482
"127",2.76978782748171,-84.5283813220222,37.9894521125482
"128",3.14090642171044,-84.3893813220223,37.9894521125482
"129",3.41718051561588,-84.2503813220223,37.9894521125482
"130",3.58855431182134,-84.1113813220223,37.9894521125482
"131",3.65125137897905,-83.9723813220223,37.9894521125482
"132",3.61508978561879,-83.8333813220223,37.9894521125482
"133",3.54257648235224,-83.6943813220224,37.9894521125482
"134",0,-87.4473813220219,37.8844521125482
"135",0,-87.3083813220219,37.8844521125482
"136",0,-87.1693813220219,37.8844521125482
"137",0,-87.0303813220219,37.8844521125482
"138",0,-86.8913813220219,37.8844521125482
"139",0,-86.7523813220219,37.8844521125482
"140",0,-86.613381322022,37.8844521125482
"141",0,-86.474381322022,37.8844521125482
"142",0,-86.335381322022,37.8844521125482
"143",0,-86.196381322022,37.8844521125482
"144",0,-86.057381322022,37.8844521125482
"145",0,-85.9183813220221,37.8844521125482
"146",0,-85.7793813220221,37.8844521125482
"147",0,-85.6403813220221,37.8844521125482
"148",0,-85.5013813220221,37.8844521125482
"149",0,-85.3623813220221,37.8844521125482
"150",0,-85.2233813220221,37.8844521125482
"151",1.59799507424243e-05,-85.0843813220222,37.8844521125482
"152",1.01596573485397,-84.9453813220222,37.8844521125482
"153",1.89414432126615,-84.8063813220222,37.8844521125482
"154",2.52472760308461,-84.6673813220222,37.8844521125482
"155",2.98237207400479,-84.5283813220222,37.8844521125482
"156",3.30031132279148,-84.3893813220223,37.8844521125482
"157",3.49961650137815,-84.2503813220223,37.8844521125482
"158",3.58871160033814,-84.1113813220223,37.8844521125482
"159",3.60239285117709,-83.9723813220223,37.8844521125482
"160",3.55061847446571,-83.8333813220223,37.8844521125482
"161",3.50230957991322,-83.6943813220224,37.8844521125482
"162",3.56680688087759,-83.5553813220224,37.8844521125482
"163",0,-87.5863813220218,37.7794521125482
"164",0,-87.4473813220219,37.7794521125482
"165",0,-87.3083813220219,37.7794521125482
"166",0,-87.1693813220219,37.7794521125482
"167",0,-87.0303813220219,37.7794521125482
"168",0,-86.8913813220219,37.7794521125482
"169",0,-86.7523813220219,37.7794521125482
"170",0,-86.613381322022,37.7794521125482
"171",0,-86.474381322022,37.7794521125482
"172",0,-86.335381322022,37.7794521125482
"173",0,-86.196381322022,37.7794521125482
"174",0,-86.057381322022,37.7794521125482
"175",0,-85.9183813220221,37.7794521125482
"176",0,-85.7793813220221,37.7794521125482
"177",0,-85.6403813220221,37.7794521125482
"178",0,-85.5013813220221,37.7794521125482
"179",0,-85.3623813220221,37.7794521125482
"180",0,-85.2233813220221,37.7794521125482
"181",0.535706132254489,-85.0843813220222,37.7794521125482
"182",1.49443788056786,-84.9453813220222,37.7794521125482
"183",2.23574477650131,-84.8063813220222,37.7794521125482
"184",2.77760010417649,-84.6673813220222,37.7794521125482
"185",3.15245150323073,-84.5283813220222,37.7794521125482
"186",3.3862762003556,-84.3893813220223,37.7794521125482
"187",3.51545206617996,-84.2503813220223,37.7794521125482
"188",3.54453877121984,-84.1113813220223,37.7794521125482
"189",3.50100386684926,-83.9723813220223,37.7794521125482
"190",3.43949179888396,-83.8333813220223,37.7794521125482
"191",3.45648181784249,-83.6943813220224,37.7794521125482
"192",3.60270058241434,-83.5553813220224,37.7794521125482
"193",3.65902310342792,-83.4163813220224,37.7794521125482
"194",0,-87.7253813220218,37.6744521125482
"195",0,-87.5863813220218,37.6744521125482
"196",0,-87.4473813220219,37.6744521125482
"197",0,-87.3083813220219,37.6744521125482
"198",0,-87.1693813220219,37.6744521125482
"199",0,-87.0303813220219,37.6744521125482
"200",0,-86.8913813220219,37.6744521125482
"201",0,-86.7523813220219,37.6744521125482
"202",0,-86.613381322022,37.6744521125482
"203",0,-86.474381322022,37.6744521125482
"204",0,-86.335381322022,37.6744521125482
"205",0,-86.196381322022,37.6744521125482
"206",0,-86.057381322022,37.6744521125482
"207",0,-85.9183813220221,37.6744521125482
"208",0,-85.7793813220221,37.6744521125482
"209",0,-85.6403813220221,37.6744521125482
"210",0,-85.5013813220221,37.6744521125482
"211",0,-85.3623813220221,37.6744521125482
"212",0,-85.2233813220221,37.6744521125482
"213",1.15444573202647,-85.0843813220222,37.6744521125482
"214",1.9941910457851,-84.9453813220222,37.6744521125482
"215",2.58327034026718,-84.8063813220222,37.6744521125482
"216",3.00134447398467,-84.6673813220222,37.6744521125482
"217",3.28276406364805,-84.5283813220222,37.6744521125482
"218",3.44831688555503,-84.3893813220223,37.6744521125482
"219",3.53056693033622,-84.2503813220223,37.6744521125482
"220",3.49863207653948,-84.1113813220223,37.6744521125482
"221",3.38684178230421,-83.9723813220223,37.6744521125482
