49,6,2004,9,6,0,28.1,-82.3,55,978
49.5,6,2004,9,6,3,28.329,-82.8,54.943,979.59
50,6,2004,9,6,6,28.6,-83.3,55,981
50.5,6,2004,9,6,9,28.876,-83.574,55.131,981.78
51,6,2004,9,6,12,29.2,-83.7,55,982
51.5,6,2004,9,6,15,29.618,-83.815,53.907,981.92
52,6,2004,9,6,18,30.1,-84,50,982
52.5,6,2004,9,6,21,30.589,-84.291,42.366,982.67
53,6,2004,9,7,0,31,-84.6,35,984
53.5,6,2004,9,7,3,31.277,-84.833,31.63,985.9
54,6,2004,9,7,6,31.5,-85,30,988
54.5,6,2004,9,7,9,31.752,-85.126,27.365,989.99
55,6,2004,9,7,12,32,-85.2,25,992
55.5,6,2004,9,7,15,32.216,-85.199,24.534,994.16
56,6,2004,9,7,18,32.5,-85.1,25,996
56.5,6,2004,9,7,21,32.936,-84.904,25.123,997.14
57,6,2004,9,8,0,33.4,-84.7,25,998
57.5,6,2004,9,8,3,33.791,-84.549,24.973,999.05
58,6,2004,9,8,6,34.3,-84.3,25,1000
58.5,6,2004,9,8,9,35.113,-83.814,24.985,1000.5
59,6,2004,9,8,12,36.1,-83.2,25,1001
59.5,6,2004,9,8,15,37.056,-82.607,25.088,1001.7
60,6,2004,9,8,18,37.8,-82.1,25,1002
60.5,6,2004,9,8,21,38.249,-81.696,24.662,1001.6
61,6,2004,9,9,0,38.7,-81.3,25,1001
61.5,6,2004,9,9,3,39.46,-80.782,26.889,1000.9
62,6,2004,9,9,6,40.5,-80,30,1001
62.5,6,2004,9,9,9,41.686,-78.887,33.406,1001
63,6,2004,9,9,12,42.8,-77.7,35,1001
63.5,6,2004,9,9,15,43.658,-76.684,33.238,1001.4
64,6,2004,9,9,18,44.3,-75.7,30,1002
64.5,6,2004,9,9,21,44.819,-74.566,27.394,1002.5
65,6,2004,9,10,0,45.3,-73.3,25,1003
65.5,6,2004,9,10,3,45.791,-71.951,22.188,1003.5
66,6,2004,9,10,6,46.2,-70.5,20,1004
66.5,6,2004,9,10,9,46.44,-68.929,19.479,1004.5
67,6,2004,9,10,12,46.6,-67.3,20,1005
67.5,6,2004,9,10,15,46.81,-65.696,20.521,1005.2
68,6,2004,9,10,18,47.2,-64.2,20,1005
